gene_id	gene_symbol	ensembl_id	gene_title	gene_type	src	feature_space
1406	CRX	ENSG00000105392	cone-rod homeobox	protein-coding	NCBI	inferred
1409	CRYAA	ENSG00000160202	crystallin alpha A	protein-coding	NCBI	inferred
1411	CRYBA1	ENSG00000108255	crystallin beta A1	protein-coding	NCBI	inferred
1412	CRYBA2	ENSG00000163499	crystallin beta A2	protein-coding	NCBI	inferred
1413	CRYBA4	ENSG00000196431	crystallin beta A4	protein-coding	NCBI	inferred
1414	CRYBB1	ENSG00000100122	crystallin beta B1	protein-coding	NCBI	inferred
1415	CRYBB2	ENSG00000244752	crystallin beta B2	protein-coding	NCBI	inferred
1417	CRYBB3	ENSG00000100053	crystallin beta B3	protein-coding	NCBI	inferred
1418	CRYGA	ENSG00000168582	crystallin gamma A	protein-coding	NCBI	inferred
1419	CRYGB	ENSG00000182187	crystallin gamma B	protein-coding	NCBI	inferred
1420	CRYGC	ENSG00000163254	crystallin gamma C	protein-coding	NCBI	inferred
1421	CRYGD	ENSG00000118231	crystallin gamma D	protein-coding	NCBI	inferred
1442	CSH1	ENSG00000136488	chorionic somatomammotropin hormone 1	protein-coding	NCBI	inferred
1444	CSHL1	ENSG00000204414	chorionic somatomammotropin hormone like 1	protein-coding	NCBI	inferred
1446	CSN1S1	ENSG00000126545	casein alpha s1	protein-coding	NCBI	inferred
1447	CSN2	ENSG00000135222	casein beta	protein-coding	NCBI	inferred
1448	CSN3	ENSG00000171209	casein kappa	protein-coding	NCBI	inferred
1469	CST1	ENSG00000170373	cystatin SN	protein-coding	NCBI	inferred
1470	CST2	ENSG00000170369	cystatin SA	protein-coding	NCBI	inferred
1472	CST4	ENSG00000101441	cystatin S	protein-coding	NCBI	inferred
1473	CST5	ENSG00000170367	cystatin D	protein-coding	NCBI	inferred
1479	CSTF3	ENSG00000176102	cleavage stimulation factor subunit 3	protein-coding	NCBI	inferred
1482	NKX2-5	ENSG00000183072	NK2 homeobox 5	protein-coding	NCBI	inferred
1527	TEX28	ENSG00000278057	testis expressed 28	protein-coding	NCBI	inferred
1538	CYLC1	ENSG00000183035	cylicin 1	protein-coding	NCBI	inferred
1539	CYLC2	ENSG00000155833	cylicin 2	protein-coding	NCBI	inferred
1543	CYP1A1	ENSG00000140465	cytochrome P450 family 1 subfamily A member 1	protein-coding	NCBI	inferred
1544	CYP1A2	ENSG00000140505	cytochrome P450 family 1 subfamily A member 2	protein-coding	NCBI	inferred
1548	CYP2A6	ENSG00000255974	cytochrome P450 family 2 subfamily A member 6	protein-coding	NCBI	inferred
1551	CYP3A7	ENSG00000160870	cytochrome P450 family 3 subfamily A member 7	protein-coding	NCBI	inferred
1553	CYP2A13	ENSG00000197838	cytochrome P450 family 2 subfamily A member 13	protein-coding	NCBI	inferred
1555	CYP2B6	ENSG00000197408	cytochrome P450 family 2 subfamily B member 6	protein-coding	NCBI	inferred
1557	CYP2C19	ENSG00000165841	cytochrome P450 family 2 subfamily C member 19	protein-coding	NCBI	inferred
1558	CYP2C8	ENSG00000138115	cytochrome P450 family 2 subfamily C member 8	protein-coding	NCBI	inferred
1572	CYP2F1	ENSG00000197446	cytochrome P450 family 2 subfamily F member 1	protein-coding	NCBI	inferred
1579	CYP4A11	ENSG00000187048	cytochrome P450 family 4 subfamily A member 11	protein-coding	NCBI	inferred
1584	CYP11B1	ENSG00000160882	cytochrome P450 family 11 subfamily B member 1	protein-coding	NCBI	inferred
1585	CYP11B2	ENSG00000179142	cytochrome P450 family 11 subfamily B member 2	protein-coding	NCBI	inferred
1586	CYP17A1	ENSG00000148795	cytochrome P450 family 17 subfamily A member 1	protein-coding	NCBI	inferred
1589	CYP21A2	ENSG00000231852	cytochrome P450 family 21 subfamily A member 2	protein-coding	NCBI	inferred
1591	CYP24A1	ENSG00000019186	cytochrome P450 family 24 subfamily A member 1	protein-coding	NCBI	inferred
1592	CYP26A1	ENSG00000095596	cytochrome P450 family 26 subfamily A member 1	protein-coding	NCBI	inferred
1600	DAB1	ENSG00000173406	DAB adaptor protein 1	protein-coding	NCBI	inferred
1607	DGKB	ENSG00000136267	diacylglycerol kinase beta	protein-coding	NCBI	inferred
1610	DAO	ENSG00000110887	D-amino acid oxidase	protein-coding	NCBI	inferred
1618	DAZL	ENSG00000092345	deleted in azoospermia like	protein-coding	NCBI	inferred
1621	DBH	ENSG00000123454	dopamine beta-hydroxylase	protein-coding	NCBI	inferred
1630	DCC	ENSG00000187323	DCC netrin 1 receptor	protein-coding	NCBI	inferred
1638	DCT	ENSG00000080166	dopachrome tautomerase	protein-coding	NCBI	inferred
1644	DDC	ENSG00000132437	dopa decarboxylase	protein-coding	NCBI	inferred
1669	DEFA4	ENSG00000164821	defensin alpha 4	protein-coding	NCBI	inferred
1670	DEFA5	ENSG00000164816	defensin alpha 5	protein-coding	NCBI	inferred
1671	DEFA6	ENSG00000164822	defensin alpha 6	protein-coding	NCBI	inferred
1673	DEFB4A	ENSG00000171711	defensin beta 4A	protein-coding	NCBI	inferred
1746	DLX2	ENSG00000115844	distal-less homeobox 2	protein-coding	NCBI	inferred
1748	DLX4	ENSG00000108813	distal-less homeobox 4	protein-coding	NCBI	inferred
1750	DLX6	ENSG00000006377	distal-less homeobox 6	protein-coding	NCBI	inferred
1755	DMBT1	ENSG00000187908	deleted in malignant brain tumors 1	protein-coding	NCBI	inferred
1758	DMP1	ENSG00000152592	dentin matrix acidic phosphoprotein 1	protein-coding	NCBI	inferred
1761	DMRT1	ENSG00000137090	doublesex and mab-3 related transcription factor 1	protein-coding	NCBI	inferred
1762	DMWD	ENSG00000185800	DM1 locus, WD repeat containing	protein-coding	NCBI	inferred
1770	DNAH9	ENSG00000007174	dynein axonemal heavy chain 9	protein-coding	NCBI	inferred
1775	DNASE1L2	ENSG00000167968	deoxyribonuclease 1 like 2	protein-coding	NCBI	inferred
1791	DNTT	ENSG00000107447	DNA nucleotidylexotransferase	protein-coding	NCBI	inferred
1807	DPYS	ENSG00000147647	dihydropyrimidinase	protein-coding	NCBI	inferred
1811	SLC26A3	ENSG00000091138	solute carrier family 26 member 3	protein-coding	NCBI	inferred
1812	DRD1	ENSG00000184845	dopamine receptor D1	protein-coding	NCBI	inferred
1813	DRD2	ENSG00000149295	dopamine receptor D2	protein-coding	NCBI	inferred
1814	DRD3	ENSG00000151577	dopamine receptor D3	protein-coding	NCBI	inferred
1815	DRD4	ENSG00000069696	dopamine receptor D4	protein-coding	NCBI	inferred
1816	DRD5	ENSG00000169676	dopamine receptor D5	protein-coding	NCBI	inferred
1821	DRP2	ENSG00000102385	dystrophin related protein 2	protein-coding	NCBI	inferred
1833	EPYC	ENSG00000083782	epiphycan	protein-coding	NCBI	inferred
1834	DSPP	ENSG00000152591	dentin sialophosphoprotein	protein-coding	NCBI	inferred
1852	DUSP9	ENSG00000130829	dual specificity phosphatase 9	protein-coding	NCBI	inferred
1907	EDN2	ENSG00000127129	endothelin 2	protein-coding	NCBI	inferred
1943	EFNA2	ENSG00000099617	ephrin A2	protein-coding	NCBI	inferred
1991	ELANE	ENSG00000197561	elastase, neutrophil expressed	protein-coding	NCBI	inferred
2015	ADGRE1	ENSG00000174837	adhesion G protein-coupled receptor E1	protein-coding	NCBI	inferred
2016	EMX1	ENSG00000135638	empty spiracles homeobox 1	protein-coding	NCBI	inferred
2020	EN2	ENSG00000164778	engrailed homeobox 2	protein-coding	NCBI	inferred
2035	EPB41	ENSG00000159023	erythrocyte membrane protein band 4.1	protein-coding	NCBI	inferred
2038	EPB42	ENSG00000166947	erythrocyte membrane protein band 4.2	protein-coding	NCBI	inferred
2045	EPHA7	ENSG00000135333	EPH receptor A7	protein-coding	NCBI	inferred
2056	EPO	ENSG00000130427	erythropoietin	protein-coding	NCBI	inferred
2069	EREG	ENSG00000124882	epiregulin	protein-coding	NCBI	inferred
2072	ERCC4	ENSG00000175595	ERCC excision repair 4, endonuclease catalytic subunit	protein-coding	NCBI	inferred
2103	ESRRB	ENSG00000119715	estrogen related receptor beta	protein-coding	NCBI	inferred
2116	ETV2	ENSG00000105672	ETS variant 2	protein-coding	NCBI	inferred
2128	EVX1	ENSG00000106038	even-skipped homeobox 1	protein-coding	NCBI	inferred
2147	F2	ENSG00000180210	coagulation factor II, thrombin	protein-coding	NCBI	inferred
2151	F2RL2	ENSG00000164220	coagulation factor II thrombin receptor like 2	protein-coding	NCBI	inferred
2153	F5	ENSG00000198734	coagulation factor V	protein-coding	NCBI	inferred
2155	F7	ENSG00000057593	coagulation factor VII	protein-coding	NCBI	inferred
2158	F9	ENSG00000101981	coagulation factor IX	protein-coding	NCBI	inferred
2160	F11	ENSG00000088926	coagulation factor XI	protein-coding	NCBI	inferred
2165	F13B	ENSG00000143278	coagulation factor XIII B chain	protein-coding	NCBI	inferred
2168	FABP1	ENSG00000163586	fatty acid binding protein 1	protein-coding	NCBI	inferred
2169	FABP2	ENSG00000145384	fatty acid binding protein 2	protein-coding	NCBI	inferred
2204	FCAR	ENSG00000186431	Fc fragment of IgA receptor	protein-coding	NCBI	inferred
2208	FCER2	ENSG00000104921	Fc fragment of IgE receptor II	protein-coding	NCBI	inferred
2209	FCGR1A	ENSG00000150337	Fc fragment of IgG receptor Ia	protein-coding	NCBI	inferred
2220	FCN2	ENSG00000160339	ficolin 2	protein-coding	NCBI	inferred
2243	FGA	ENSG00000171560	fibrinogen alpha chain	protein-coding	NCBI	inferred
2244	FGB	ENSG00000171564	fibrinogen beta chain	protein-coding	NCBI	inferred
2248	FGF3	ENSG00000186895	fibroblast growth factor 3	protein-coding	NCBI	inferred
2249	FGF4	ENSG00000075388	fibroblast growth factor 4	protein-coding	NCBI	inferred
2251	FGF6	ENSG00000111241	fibroblast growth factor 6	protein-coding	NCBI	inferred
2253	FGF8	ENSG00000107831	fibroblast growth factor 8	protein-coding	NCBI	inferred
2266	FGG	ENSG00000171557	fibrinogen gamma chain	protein-coding	NCBI	inferred
2267	FGL1	ENSG00000104760	fibrinogen like 1	protein-coding	NCBI	inferred
2297	FOXD1	ENSG00000251493	forkhead box D1	protein-coding	NCBI	inferred
2300	FOXL1	ENSG00000176678	forkhead box L1	protein-coding	NCBI	inferred
2301	FOXE3	ENSG00000186790	forkhead box E3	protein-coding	NCBI	inferred
2334	AFF2	ENSG00000155966	AF4/FMR2 family member 2	protein-coding	NCBI	inferred
2342	FNTB	ENSG00000257365	farnesyltransferase, CAAX box, beta	protein-coding	NCBI	inferred
2488	FSHB	ENSG00000131808	follicle stimulating hormone subunit beta	protein-coding	NCBI	inferred
2492	FSHR	ENSG00000170820	follicle stimulating hormone receptor	protein-coding	NCBI	inferred
2515	ADAM2	ENSG00000104755	ADAM metallopeptidase domain 2	protein-coding	NCBI	inferred
2516	NR5A1	ENSG00000136931	nuclear receptor subfamily 5 group A member 1	protein-coding	NCBI	inferred
2520	GAST	ENSG00000184502	gastrin	protein-coding	NCBI	inferred
2529	FUT7	ENSG00000180549	fucosyltransferase 7	protein-coding	NCBI	inferred
2538	G6PC	ENSG00000131482	glucose-6-phosphatase catalytic subunit	protein-coding	NCBI	inferred
2559	GABRA6	ENSG00000145863	gamma-aminobutyric acid type A receptor alpha6 subunit	protein-coding	NCBI	inferred
2561	GABRB2	ENSG00000145864	gamma-aminobutyric acid type A receptor beta2 subunit	protein-coding	NCBI	inferred
2569	GABRR1	ENSG00000146276	gamma-aminobutyric acid type A receptor rho1 subunit	protein-coding	NCBI	inferred
2570	GABRR2	ENSG00000111886	gamma-aminobutyric acid type A receptor rho2 subunit	protein-coding	NCBI	inferred
2587	GALR1	ENSG00000166573	galanin receptor 1	protein-coding	NCBI	inferred
2623	GATA1	ENSG00000102145	GATA binding protein 1	protein-coding	NCBI	inferred
2636	GBX1	ENSG00000164900	gastrulation brain homeobox 1	protein-coding	NCBI	inferred
2638	GC	ENSG00000145321	GC vitamin D binding protein	protein-coding	NCBI	inferred
2641	GCG	ENSG00000115263	glucagon	protein-coding	NCBI	inferred
2642	GCGR	ENSG00000215644	glucagon receptor	protein-coding	NCBI	inferred
2651	GCNT2	ENSG00000111846	glucosaminyl (N-acetyl) transferase 2 (I blood group)	protein-coding	NCBI	inferred
2658	GDF2	ENSG00000263761	growth differentiation factor 2	protein-coding	NCBI	inferred
2660	MSTN	ENSG00000138379	myostatin	protein-coding	NCBI	inferred
2661	GDF9	ENSG00000164404	growth differentiation factor 9	protein-coding	NCBI	inferred
2668	GDNF	ENSG00000168621	glial cell derived neurotrophic factor	protein-coding	NCBI	inferred
2674	GFRA1	ENSG00000151892	GDNF family receptor alpha 1	protein-coding	NCBI	inferred
2676	GFRA3	ENSG00000146013	GDNF family receptor alpha 3	protein-coding	NCBI	inferred
2688	GH1	ENSG00000259384	growth hormone 1	protein-coding	NCBI	inferred
2689	GH2	ENSG00000136487	growth hormone 2	protein-coding	NCBI	inferred
2691	GHRH	ENSG00000118702	growth hormone releasing hormone	protein-coding	NCBI	inferred
2692	GHRHR	ENSG00000106128	growth hormone releasing hormone receptor	protein-coding	NCBI	inferred
2693	GHSR	ENSG00000121853	growth hormone secretagogue receptor	protein-coding	NCBI	inferred
2694	CBLIF	ENSG00000134812	cobalamin binding intrinsic factor	protein-coding	NCBI	inferred
2695	GIP	ENSG00000159224	gastric inhibitory polypeptide	protein-coding	NCBI	inferred
2696	GIPR	ENSG00000010310	gastric inhibitory polypeptide receptor	protein-coding	NCBI	inferred
2700	GJA3	ENSG00000121743	gap junction protein alpha 3	protein-coding	NCBI	inferred
2703	GJA8	ENSG00000121634	gap junction protein alpha 8	protein-coding	NCBI	inferred
2709	GJB5	ENSG00000189280	gap junction protein beta 5	protein-coding	NCBI	inferred
2712	GK2	ENSG00000196475	glycerol kinase 2	protein-coding	NCBI	inferred
2740	GLP1R	ENSG00000112164	glucagon like peptide 1 receptor	protein-coding	NCBI	inferred
2741	GLRA1	ENSG00000145888	glycine receptor alpha 1	protein-coding	NCBI	inferred
2742	GLRA2	ENSG00000101958	glycine receptor alpha 2	protein-coding	NCBI	inferred
2765	GML	ENSG00000104499	glycosylphosphatidylinositol anchored molecule like	protein-coding	NCBI	inferred
2779	GNAT1	ENSG00000114349	G protein subunit alpha transducin 1	protein-coding	NCBI	inferred
2780	GNAT2	ENSG00000134183	G protein subunit alpha transducin 2	protein-coding	NCBI	inferred
2784	GNB3	ENSG00000111664	G protein subunit beta 3	protein-coding	NCBI	inferred
2792	GNGT1	ENSG00000127928	G protein subunit gamma transducin 1	protein-coding	NCBI	inferred
2794	GNL1	ENSG00000204590	G protein nucleolar 1 (putative)	protein-coding	NCBI	inferred
2797	GNRH2	ENSG00000125787	gonadotropin releasing hormone 2	protein-coding	NCBI	inferred
2798	GNRHR	ENSG00000109163	gonadotropin releasing hormone receptor	protein-coding	NCBI	inferred
2811	GP1BA	ENSG00000185245	glycoprotein Ib platelet subunit alpha	protein-coding	NCBI	inferred
2812	GP1BB	ENSG00000203618	glycoprotein Ib platelet subunit beta	protein-coding	NCBI	inferred
2813	GP2	ENSG00000169347	glycoprotein 2	protein-coding	NCBI	inferred
2815	GP9	ENSG00000169704	glycoprotein IX platelet	protein-coding	NCBI	inferred
2825	GPR1	ENSG00000183671	G protein-coupled receptor 1	protein-coding	NCBI	inferred
2826	CCR10	ENSG00000184451	C-C motif chemokine receptor 10	protein-coding	NCBI	inferred
2829	XCR1	ENSG00000173578	X-C motif chemokine receptor 1	protein-coding	NCBI	inferred
2830	GPR6	ENSG00000146360	G protein-coupled receptor 6	protein-coding	NCBI	inferred
2832	NPBWR2	ENSG00000125522	neuropeptides B and W receptor 2	protein-coding	NCBI	inferred
2835	GPR12	ENSG00000132975	G protein-coupled receptor 12	protein-coding	NCBI	inferred
2838	GPR15	ENSG00000154165	G protein-coupled receptor 15	protein-coding	NCBI	inferred
2840	GPR17	ENSG00000144230	G protein-coupled receptor 17	protein-coding	NCBI	inferred
2841	GPR18	ENSG00000125245	G protein-coupled receptor 18	protein-coding	NCBI	inferred
2846	LPAR4	ENSG00000147145	lysophosphatidic acid receptor 4	protein-coding	NCBI	inferred
2847	MCHR1	ENSG00000128285	melanin concentrating hormone receptor 1	protein-coding	NCBI	inferred
2848	GPR25	ENSG00000170128	G protein-coupled receptor 25	protein-coding	NCBI	inferred
2853	GPR31	ENSG00000120436	G protein-coupled receptor 31	protein-coding	NCBI	inferred
2854	GPR32	ENSG00000142511	G protein-coupled receptor 32	protein-coding	NCBI	inferred
2859	GPR35	ENSG00000178623	G protein-coupled receptor 35	protein-coding	NCBI	inferred
2862	MLNR	ENSG00000102539	motilin receptor	protein-coding	NCBI	inferred
2867	FFAR2	ENSG00000126262	free fatty acid receptor 2	protein-coding	NCBI	inferred
2880	GPX5	ENSG00000224586	glutathione peroxidase 5	protein-coding	NCBI	inferred
2889	RAPGEF1	ENSG00000107263	Rap guanine nucleotide exchange factor 1	protein-coding	NCBI	inferred
2895	GRID2	ENSG00000152208	glutamate ionotropic receptor delta type subunit 2	protein-coding	NCBI	inferred
2899	GRIK3	ENSG00000163873	glutamate ionotropic receptor kainate type subunit 3	protein-coding	NCBI	inferred
2903	GRIN2A	ENSG00000183454	glutamate ionotropic receptor NMDA type subunit 2A	protein-coding	NCBI	inferred
2904	GRIN2B	ENSG00000273079	glutamate ionotropic receptor NMDA type subunit 2B	protein-coding	NCBI	inferred
2906	GRIN2D	ENSG00000105464	glutamate ionotropic receptor NMDA type subunit 2D	protein-coding	NCBI	inferred
2912	GRM2	ENSG00000164082	glutamate metabotropic receptor 2	protein-coding	NCBI	inferred
2914	GRM4	ENSG00000124493	glutamate metabotropic receptor 4	protein-coding	NCBI	inferred
2916	GRM6	ENSG00000113262	glutamate metabotropic receptor 6	protein-coding	NCBI	inferred
2917	GRM7	ENSG00000196277	glutamate metabotropic receptor 7	protein-coding	NCBI	inferred
2918	GRM8	ENSG00000179603	glutamate metabotropic receptor 8	protein-coding	NCBI	inferred
2925	GRPR	ENSG00000126010	gastrin releasing peptide receptor	protein-coding	NCBI	inferred
2928	GSC2	ENSG00000063515	goosecoid homeobox 2	protein-coding	NCBI	inferred
2944	GSTM1	ENSG00000134184	glutathione S-transferase mu 1	protein-coding	NCBI	inferred
2952	GSTT1	""	glutathione S-transferase theta 1	protein-coding	NCBI	inferred
2957	GTF2A1	ENSG00000165417	general transcription factor IIA subunit 1	protein-coding	NCBI	inferred
2967	GTF2H3	ENSG00000111358	general transcription factor IIH subunit 3	protein-coding	NCBI	inferred
2969	GTF2I	ENSG00000263001	general transcription factor IIi	protein-coding	NCBI	inferred
2977	GUCY1A2	ENSG00000152402	guanylate cyclase 1 soluble subunit alpha 2	protein-coding	NCBI	inferred
2978	GUCA1A	ENSG00000048545	guanylate cyclase activator 1A	protein-coding	NCBI	inferred
2979	GUCA1B	ENSG00000112599	guanylate cyclase activator 1B	protein-coding	NCBI	inferred
2980	GUCA2A	ENSG00000197273	guanylate cyclase activator 2A	protein-coding	NCBI	inferred
2981	GUCA2B	ENSG00000044012	guanylate cyclase activator 2B	protein-coding	NCBI	inferred
2984	GUCY2C	ENSG00000070019	guanylate cyclase 2C	protein-coding	NCBI	inferred
2986	GUCY2F	ENSG00000101890	guanylate cyclase 2F, retinal	protein-coding	NCBI	inferred
2993	GYPA	ENSG00000170180	glycophorin A (MNS blood group)	protein-coding	NCBI	inferred
2994	GYPB	ENSG00000250361	glycophorin B (MNS blood group)	protein-coding	NCBI	inferred
2996	GYPE	ENSG00000197465	glycophorin E (MNS blood group)	protein-coding	NCBI	inferred
3000	GUCY2D	ENSG00000132518	guanylate cyclase 2D, retinal	protein-coding	NCBI	inferred
3002	GZMB	ENSG00000100453	granzyme B	protein-coding	NCBI	inferred
3008	HIST1H1E	ENSG00000168298	histone cluster 1 H1 family member e	protein-coding	NCBI	inferred
3009	HIST1H1B	ENSG00000184357	histone cluster 1 H1 family member b	protein-coding	NCBI	inferred
3010	HIST1H1T	ENSG00000187475	histone cluster 1 H1 family member t	protein-coding	NCBI	inferred
3018	HIST1H2BB	ENSG00000276410	histone cluster 1 H2B family member b	protein-coding	NCBI	inferred
3024	HIST1H1A	ENSG00000124610	histone cluster 1 H1 family member a	protein-coding	NCBI	inferred
3026	HABP2	ENSG00000148702	hyaluronan binding protein 2	protein-coding	NCBI	inferred
3045	HBD	ENSG00000223609	hemoglobin subunit delta	protein-coding	NCBI	inferred
3046	HBE1	ENSG00000213931	hemoglobin subunit epsilon 1	protein-coding	NCBI	inferred
3050	HBZ	ENSG00000130656	hemoglobin subunit zeta	protein-coding	NCBI	inferred
3053	SERPIND1	ENSG00000099937	serpin family D member 1	protein-coding	NCBI	inferred
3060	HCRT	ENSG00000161610	hypocretin neuropeptide precursor	protein-coding	NCBI	inferred
3061	HCRTR1	ENSG00000121764	hypocretin receptor 1	protein-coding	NCBI	inferred
3062	HCRTR2	ENSG00000137252	hypocretin receptor 2	protein-coding	NCBI	inferred
3080	CFHR2	ENSG00000080910	complement factor H related 2	protein-coding	NCBI	inferred
3083	HGFAC	ENSG00000109758	HGF activator	protein-coding	NCBI	inferred
3135	HLA-G	ENSG00000204632	major histocompatibility complex, class I, G	protein-coding	NCBI	inferred
3158	HMGCS2	ENSG00000134240	3-hydroxy-3-methylglutaryl-CoA synthase 2	protein-coding	NCBI	inferred
3166	HMX1	ENSG00000215612	H6 family homeobox 1	protein-coding	NCBI	inferred
